id;beer_style;bitterness_IBU;diacetyl_concentration;lactic_acid;final_gravity;sodium;free_CO2;dissolved_oxygen;original_gravity;pH;gypsum_level;alcohol_ABV;fermentation_strength;quality
2213;Golden;6.607;0.299;0.727;2.201;0.03;20.987;91.98;0.978;3.109;0.472;5.912;11.05;6
2214;Brown;9.294;0.506;0.36;1.784;0.08;5.984;16.999;0.994;3.27;0.771;5.147;9.657;6
2215;Pale;6.791;0.304;0.267;11.604;0.019;21.986;97.002;0.981;2.965;0.382;5.581;10.029;6
2216;Pale;6.812;0.213;0.399;6.706;0.024;39.001;115.994;1.002;3.177;0.456;5.476;10.233;6
2217;Golden;7.299;0.172;0.351;8.185;0.021;43.995;111.017;1.001;3.139;0.414;5.912;10.436;6
2218;Dark;7.469;0.564;0.007;2.596;0.075;11.007;34.985;1.012;3.365;0.629;5.151;9.383;6
2219;Amber;9.799;0.49;0.489;2.597;0.272;4.99;20.008;1.012;3.316;0.792;5.101;9.994;6
2220;Golden;6.598;0.229;0.367;7.712;0.03;36.008;135.0;1.004;3.193;0.371;4.999;9.345;5
2221;Amber;7.513;0.249;0.273;1.106;0.052;33.974;84.001;1.0;3.035;0.38;5.453;10.199;6
2222;Pale;6.302;0.273;0.38;7.892;0.052;58.001;215.012;1.015;3.194;0.476;4.529;8.357;6
2223;Pale;7.899;0.263;0.337;10.298;0.047;73.008;212.012;0.994;2.933;0.487;4.529;8.899;6
2224;Pale;8.019;0.239;0.131;17.21;0.052;48.988;219.022;1.005;2.954;0.473;4.626;8.814;5
2225;Dark;8.293;0.858;0.004;2.187;0.081;5.005;14.007;1.005;3.305;0.588;5.243;9.553;4
2226;Brown;8.308;0.513;0.002;1.387;0.071;6.003;13.99;0.986;3.258;0.64;4.761;8.584;6
2227;Amber;7.71;0.391;0.479;7.693;0.022;10.999;109.998;1.004;3.332;0.762;4.762;8.783;6
2228;Golden;7.603;0.244;0.333;1.304;0.036;34.003;175.992;0.992;3.106;0.516;4.527;8.793;5
2229;Pale;6.496;0.27;0.282;12.886;0.04;69.004;215.006;0.992;3.185;0.442;4.758;8.846;6
2230;Brown;10.393;0.537;0.23;2.688;0.072;18.015;47.987;1.002;3.219;0.647;4.897;9.229;6
2231;Pale;6.587;0.174;0.3;3.288;0.042;17.992;90.999;0.979;3.405;0.629;5.146;9.672;6
2232;Pale;6.694;0.319;0.321;4.894;0.022;20.015;150.995;1.007;3.376;0.811;5.723;10.603;7
2233;Golden;8.294;0.2;0.492;1.677;0.029;34.013;168.989;0.996;3.044;0.383;4.81;9.446;5
2234;Golden;7.397;0.236;0.272;6.797;0.023;31.001;113.005;0.988;3.133;0.301;5.162;10.066;6
2235;Golden;6.119;0.357;0.559;14.989;0.061;41.997;114.994;0.996;3.133;0.494;4.293;8.405;5
2236;Pale;6.698;0.255;0.33;2.888;0.058;51.999;173.009;0.998;3.01;0.48;4.537;8.84;7
2237;Pale;6.002;0.193;0.335;1.104;0.041;44.992;125.998;0.999;3.311;0.461;5.529;10.528;7
2238;Pale;6.902;0.267;0.264;4.182;0.027;20.003;79.991;0.99;3.117;0.388;5.475;10.176;6
2239;Golden;6.19;0.296;0.323;3.591;0.027;39.0;138.001;0.994;3.297;0.37;6.242;11.859;7
2240;Golden;6.897;0.234;0.294;4.105;0.061;22.988;115.998;0.977;2.995;0.378;4.479;8.656;6
2241;Golden;5.89;0.216;0.311;1.805;0.033;44.989;141.993;1.003;3.352;0.504;6.055;10.23;6
2242;Pale;7.198;0.177;0.227;1.609;0.028;16.977;100.999;0.988;3.385;0.524;4.753;9.054;5
2243;Pale;6.492;0.282;0.519;7.916;0.051;34.983;192.001;1.006;3.159;0.511;4.532;9.318;6
2244;Pale;7.313;0.23;0.398;15.385;0.062;54.999;190.999;0.997;3.291;0.579;4.236;8.37;6
2245;Amber;10.701;0.217;0.55;8.198;0.033;37.002;180.996;0.975;2.879;0.681;4.526;8.865;6
2246;Dark;10.594;0.307;0.494;2.197;0.066;18.006;39.997;0.989;3.128;0.509;4.677;8.943;6
2247;Golden;6.41;0.27;0.42;1.707;0.184;5.018;59.993;0.982;3.095;0.55;4.819;9.382;5
2248;Dark;8.194;0.592;0.007;2.5;0.096;19.018;58.002;0.997;3.517;0.652;4.433;9.289;6
2249;Pale;6.376;0.369;0.505;13.31;0.034;52.992;242.999;1.009;3.132;0.499;4.05;8.32;6
2250;Brown;7.694;0.717;0.022;2.095;0.067;30.995;42.99;0.991;3.395;0.587;5.623;10.71;6
2251;Pale;6.895;0.224;0.339;4.008;0.042;24.014;127.985;1.004;3.21;0.526;4.62;9.174;6
2252;Dark;6.8;0.662;0.016;2.099;0.101;8.012;15.001;1.011;3.345;0.615;4.95;9.782;6
2253;Amber;7.291;0.669;0.321;2.183;0.033;34.999;103.997;0.983;3.324;0.501;4.525;8.741;5
2254;Golden;6.702;0.36;0.322;9.002;0.039;29.001;112.971;0.988;3.141;0.646;6.148;11.291;7
2255;Golden;5.908;0.209;0.284;4.202;0.039;68.987;143.992;1.026;3.122;0.748;5.156;9.98;7
2256;Golden;6.599;0.23;0.282;4.892;0.027;50.997;179.996;0.988;3.295;0.745;4.52;9.051;6
2257;Pale;6.405;0.237;0.518;11.603;0.044;59.996;211.01;0.992;3.177;0.569;4.432;8.717;5
2258;Golden;5.799;0.185;0.485;4.891;0.052;44.017;118.008;0.993;3.321;0.364;4.533;8.225;7
2259;Golden;6.786;0.293;0.331;7.597;0.043;35.0;143.002;0.992;3.146;0.383;4.287;8.034;5
2260;Pale;8.019;0.394;0.348;7.695;0.038;26.993;98.001;0.992;3.179;0.411;5.815;10.908;7
2261;Brown;8.8;0.576;0.167;2.897;0.082;11.987;74.006;0.989;3.144;0.513;4.483;9.075;5
2262;Amber;7.108;0.584;0.025;2.307;0.084;27.011;43.006;0.983;3.43;0.577;5.1;9.429;6
2263;Dark;6.01;0.289;0.475;3.61;0.075;17.989;42.013;0.99;3.388;0.65;5.235;9.838;6
2264;Pale;5.498;0.168;0.22;2.904;0.037;10.004;108.004;0.981;3.294;0.502;4.766;9.337;5
2265;Dark;15.49;0.638;0.493;4.19;0.07;9.992;23.006;0.993;2.919;0.752;5.284;9.852;5
2266;Pale;8.613;0.362;0.684;12.154;0.047;21.007;158.001;1.009;2.999;0.713;4.435;8.852;6
2267;Golden;6.601;0.397;0.386;9.712;0.063;49.003;226.01;0.991;3.299;0.58;4.478;8.613;6
2268;Brown;7.408;0.568;-0.014;1.994;0.046;7.023;11.01;0.994;3.469;0.611;5.383;9.927;6
2269;Amber;6.59;0.193;0.287;11.784;0.051;54.018;137.0;0.993;3.185;0.371;5.145;9.871;6
2270;Pale;7.197;0.215;0.292;7.2;0.049;40.997;131.991;0.988;3.074;0.601;5.381;10.658;6
2271;Brown;6.799;0.408;0.326;8.793;0.085;25.992;44.995;0.997;3.378;0.635;4.817;9.195;6
2272;Golden;6.697;0.462;0.323;1.394;0.032;22.0;121.0;0.995;3.136;0.544;6.054;11.415;7
2273;Pale;6.29;0.188;0.208;5.621;0.049;44.996;147.0;0.989;3.073;0.53;4.763;9.379;5
2274;Amber;8.188;0.333;0.371;1.892;0.068;42.993;73.996;1.001;3.224;0.804;5.717;10.386;6
2275;Pale;7.598;0.309;0.251;9.51;0.02;14.984;135.99;0.989;3.1;0.425;5.757;10.915;6
2276;Golden;6.504;0.203;0.525;17.596;0.051;33.996;125.002;0.99;3.212;0.495;4.202;8.1;6
2277;Brown;7.713;0.532;0.258;1.91;0.089;22.995;147.005;0.997;3.264;0.579;4.624;9.085;5
2278;Brown;11.604;0.329;0.547;2.787;0.09;34.986;67.013;1.001;3.324;0.925;5.145;9.929;7
2279;Brown;7.908;0.517;0.247;1.886;0.089;42.007;140.011;0.997;3.217;0.542;4.528;7.981;5
2280;Pale;11.789;0.224;0.372;11.101;0.035;14.997;123.012;1.013;2.928;0.549;4.624;8.846;3
2281;Amber;5.602;0.523;0.089;2.306;0.057;17.012;99.001;0.997;3.64;0.644;6.193;10.973;5
2282;Pale;5.607;0.264;0.256;10.594;0.016;26.996;118.988;0.99;3.395;0.321;5.096;10.142;7
2283;Pale;7.797;0.475;0.482;7.0;0.056;29.006;149.0;1.006;3.199;0.331;4.769;9.103;5
2284;Golden;6.602;0.2;0.419;10.907;0.025;52.996;154.005;0.995;3.524;0.771;4.954;9.432;6
2285;Golden;6.406;0.236;0.309;7.1;0.023;62.976;236.0;0.996;3.064;0.349;4.387;8.225;6
2286;Amber;7.092;0.413;0.409;5.506;0.071;28.004;127.999;0.998;3.422;0.713;4.995;9.041;5
2287;Golden;7.193;0.251;0.345;1.094;0.025;2.991;64.005;0.986;3.229;0.501;5.434;10.287;5
2288;Golden;6.988;0.194;0.384;8.096;0.067;42.006;173.005;0.992;3.289;0.551;4.671;8.811;6
2289;Pale;6.401;0.156;0.405;1.003;0.028;28.995;113.006;1.002;3.189;0.512;5.24;9.657;6
2290;Pale;6.401;0.456;0.078;1.09;0.04;9.995;130.996;0.989;2.961;0.294;5.147;9.774;5
2291;Dark;9.91;0.508;0.474;13.812;0.198;48.013;81.972;1.005;3.145;0.759;4.189;8.204;5
2292;Pale;6.302;0.247;0.242;6.604;0.047;40.01;158.003;0.995;3.188;0.477;4.911;9.507;5
2293;Golden;6.6;0.206;0.291;5.345;0.017;43.01;105.995;1.001;2.943;0.43;5.479;10.467;7
2294;Golden;8.007;0.267;0.415;7.098;0.04;41.004;169.01;0.993;3.169;0.446;5.043;9.676;5
2295;Pale;5.993;0.258;0.297;5.001;0.044;54.001;170.005;0.994;3.286;0.501;5.247;10.375;6
2296;Dark;10.193;0.388;0.402;2.497;0.065;40.989;54.007;0.982;3.38;0.86;5.02;9.583;6
2297;Amber;7.105;0.446;0.593;11.791;0.05;54.012;155.006;0.985;3.118;0.459;4.14;8.681;5
2298;Golden;8.681;0.231;0.322;13.407;0.06;34.983;169.007;1.001;3.131;0.459;4.19;8.014;7
2299;Brown;9.111;0.253;0.465;1.821;0.065;25.988;45.986;1.004;3.319;1.039;5.053;9.334;6
2300;Pale;8.1;0.346;0.296;7.498;0.044;69.996;230.006;1.005;3.154;0.554;4.667;9.026;6
2301;Dark;7.911;0.653;0.002;2.491;0.08;17.014;38.0;0.986;3.348;0.741;5.578;10.609;7
2302;Golden;5.889;0.351;0.301;3.815;0.031;56.991;134.999;1.005;3.082;0.336;5.715;10.068;6
2303;Golden;6.404;0.305;0.494;10.713;0.049;56.99;205.99;0.992;3.067;0.598;4.48;9.003;5
2304;Pale;6.091;0.244;0.484;7.601;0.041;67.007;225.978;0.989;3.162;0.461;4.24;8.358;5
2305;Pale;6.192;0.34;0.037;1.202;0.072;23.009;107.995;1.0;3.254;0.543;4.392;8.416;5
2306;Pale;6.288;0.197;0.302;5.895;0.034;35.007;151.999;0.994;3.479;0.397;4.054;8.373;6
2307;Pale;6.59;0.388;0.293;5.31;0.04;20.004;125.01;0.991;3.363;0.73;6.009;10.941;6
2308;Pale;6.209;0.264;0.343;15.31;0.034;64.01;184.997;1.0;3.33;0.618;4.475;9.042;5
2309;Pale;6.221;0.295;0.322;1.704;0.035;30.018;129.982;1.0;3.271;0.403;5.332;10.09;7
2310;Golden;7.606;0.214;0.349;9.706;0.032;25.97;143.005;1.0;3.085;0.488;4.668;9.685;6
2311;Golden;6.807;0.293;0.485;1.394;0.14;51.992;147.995;1.012;3.089;0.505;4.285;8.38;6
2312;Dark;12.998;0.31;0.646;2.599;0.074;15.005;47.008;0.996;3.037;0.6;5.047;9.871;5
2313;Dark;10.001;0.327;0.596;2.214;0.086;3.021;15.006;0.989;3.193;0.771;4.58;9.258;5
2314;Brown;7.206;0.725;0.053;4.644;0.066;3.998;11.004;0.997;3.408;0.397;5.196;9.761;5
2315;Golden;6.809;0.271;0.116;1.297;0.046;87.011;167.992;1.003;3.184;0.406;4.771;9.487;5
2316;Pale;6.325;0.36;0.302;5.707;0.027;7.996;96.999;0.999;3.272;0.405;5.241;9.631;7
2317;Golden;7.313;0.224;0.491;13.701;0.036;56.0;188.997;0.988;3.235;0.674;4.289;8.594;6
2318;Pale;7.903;0.244;0.332;6.691;0.041;22.001;64.01;1.019;2.935;0.486;5.093;9.73;5
2319;Pale;7.289;0.429;0.255;6.802;0.059;40.999;163.015;0.997;3.2;0.411;4.717;9.062;6
2320;Golden;6.508;0.321;0.139;7.496;0.056;33.998;132.991;0.998;3.226;0.5;4.524;8.413;5
2321;Brown;6.905;0.439;0.109;2.407;0.052;6.019;12.015;0.993;3.313;0.646;5.425;10.274;6
2322;Golden;7.692;0.262;0.393;8.897;0.028;8.008;116.997;0.988;3.047;0.376;5.72;10.319;7
2323;Pale;5.795;0.118;0.137;6.083;0.031;27.01;122.987;0.991;3.06;0.595;4.708;9.016;6
2324;Golden;6.6;0.271;0.411;7.016;0.032;58.997;193.993;0.992;3.12;0.467;4.483;9.167;5
2325;Amber;7.2;0.273;0.302;10.705;0.036;61.001;222.008;1.002;3.148;0.492;4.336;8.727;6
2326;Golden;5.104;0.536;0.06;2.72;0.049;30.002;78.998;0.996;3.313;0.432;4.437;8.699;5
2327;Golden;6.411;0.241;0.373;4.627;0.022;42.983;147.003;0.965;3.198;0.383;5.241;9.987;7
2328;Pale;6.107;0.23;0.255;12.114;0.039;53.989;135.0;0.988;3.204;0.408;5.108;9.921;5
2329;Pale;9.398;0.283;0.32;10.707;0.021;13.989;111.006;0.994;2.837;0.434;5.06;9.438;5
2330;Brown;6.51;0.335;0.276;2.796;0.064;8.015;43.983;1.011;3.228;0.563;5.721;10.396;6
2331;Golden;6.482;0.183;0.267;4.889;0.042;13.005;100.988;0.995;3.174;0.407;5.623;10.363;6
2332;Dark;7.014;0.643;0.013;2.094;0.061;8.98;22.987;1.021;3.462;0.665;4.477;8.475;6
2333;Pale;6.895;0.316;0.308;8.195;0.014;35.005;111.985;0.995;3.007;0.356;5.857;10.454;6
2334;Pale;5.895;0.369;0.414;1.297;0.06;45.02;104.005;0.979;3.334;0.513;5.053;9.187;6
2335;Golden;7.114;0.233;0.402;13.712;0.059;25.986;172.005;1.0;2.914;0.459;4.29;7.715;6
2336;Golden;8.92;0.335;0.32;1.484;0.034;11.004;199.996;0.973;3.206;0.466;4.476;8.799;5
2337;Pale;8.391;0.302;0.323;0.945;0.044;51.998;148.01;1.005;2.932;0.327;5.492;10.467;5
2338;Golden;8.207;0.429;0.289;4.099;0.042;31.012;99.99;1.005;3.004;0.317;6.095;11.461;7
2339;Golden;7.502;0.267;0.325;5.793;0.052;131.011;313.012;0.992;3.173;0.588;5.008;9.637;5
2340;Pale;6.006;0.324;0.275;0.807;0.196;12.003;188.012;0.985;3.136;0.644;4.476;8.948;5
2341;Pale;6.804;0.526;0.261;5.691;0.037;27.004;130.021;0.993;3.114;0.259;6.2;11.496;7
2342;Pale;7.195;0.229;0.188;13.695;0.048;47.002;196.985;0.986;3.097;0.534;4.286;7.681;5
2343;Golden;6.911;0.2;0.275;2.394;0.056;49.014;159.001;0.991;3.025;0.477;4.192;8.186;8
2344;Pale;7.691;0.28;0.343;6.679;0.048;31.999;154.995;0.97;3.386;0.603;5.097;9.538;7
2345;Dark;6.904;0.714;0.03;2.3;0.08;6.992;16.0;0.969;3.459;0.626;5.476;10.22;6
2346;Pale;5.8;0.14;0.326;1.189;0.04;14.019;119.005;0.99;3.198;0.503;4.862;8.97;6
2347;Golden;5.294;0.299;0.37;10.505;0.033;52.988;140.01;0.979;3.342;0.467;5.586;10.255;6
2348;Golden;6.724;0.332;0.302;2.398;0.049;30.013;83.003;0.983;3.074;0.369;6.097;10.897;7
2349;Golden;7.117;0.293;0.338;7.816;0.025;49.001;128.013;0.979;3.204;0.39;5.093;9.417;6
2350;Brown;10.407;0.422;0.495;2.308;0.065;13.013;18.991;0.987;3.111;0.876;5.427;10.96;6
2351;Amber;5.709;0.241;0.195;16.013;0.03;41.003;113.001;1.006;3.223;0.462;4.242;8.442;6
2352;Pale;7.002;0.325;0.293;1.416;0.04;33.003;128.005;1.001;3.118;0.365;5.812;10.683;7
2353;Golden;6.617;0.345;0.186;10.502;0.067;15.004;82.008;1.0;3.142;0.386;4.717;8.77;4
2354;Pale;6.877;0.174;0.338;1.007;0.045;24.005;163.995;1.013;3.43;0.516;4.996;9.254;5
2355;Golden;7.796;0.43;0.575;1.017;0.035;8.003;84.007;0.987;3.247;0.445;5.149;9.371;5
2356;Golden;7.597;0.201;0.3;14.2;0.055;53.009;212.497;1.007;3.15;0.44;4.232;7.791;8
2357;Pale;6.291;0.272;0.243;8.457;0.028;32.009;171.999;1.0;3.387;0.57;4.616;8.419;7
2358;Pale;7.292;0.374;0.234;6.491;0.053;17.983;102.005;0.99;3.099;0.534;5.341;10.045;4
2359;Dark;6.793;0.635;0.027;2.087;0.078;8.016;14.999;0.997;3.344;0.631;4.956;9.045;6
2360;Pale;6.012;0.291;0.417;10.803;0.043;55.01;148.997;0.99;3.106;0.586;5.232;9.757;7
2361;Golden;6.896;0.208;0.403;8.005;0.016;22.014;84.003;1.013;3.115;0.662;5.136;9.876;6
2362;Dark;4.688;0.603;0.168;2.298;0.044;17.004;106.003;1.012;3.847;0.591;6.149;11.521;6
2363;Pale;7.612;0.165;0.419;1.405;0.046;24.996;108.991;0.984;3.122;0.753;4.911;9.167;6
2364;Pale;7.587;0.186;0.366;2.384;0.035;38.0;123.002;0.99;3.61;0.456;4.905;9.634;5
2365;Pale;5.695;0.201;0.295;2.51;0.056;37.99;124.988;0.983;3.342;0.514;4.717;8.814;6
2366;Dark;7.014;0.753;0.106;1.812;0.121;15.012;63.998;0.997;3.219;0.586;4.522;8.775;6
2367;Golden;6.103;0.267;0.168;1.312;0.058;35.995;126.005;0.993;3.146;0.455;4.149;8.034;6
2368;Golden;7.308;0.242;0.387;17.968;0.082;44.985;148.989;0.99;3.209;0.369;4.102;8.083;5
2369;Pale;7.093;0.361;0.192;1.607;0.263;24.006;140.02;0.996;3.109;0.619;4.668;9.147;5
2370;Golden;7.607;0.374;0.291;4.21;0.029;6.998;112.016;0.995;2.984;0.421;6.005;11.365;6
2371;Brown;8.282;0.646;0.138;1.903;0.067;17.016;41.998;0.994;3.309;0.551;4.575;8.826;6
2372;Pale;7.913;0.307;0.221;13.315;0.041;46.017;211.988;1.01;3.477;0.593;4.76;9.39;5
2373;Pale;8.209;0.374;0.503;13.611;0.043;57.994;166.001;1.007;3.117;0.552;4.483;8.614;5
2374;Pale;7.506;0.267;0.657;8.105;0.051;53.006;166.002;0.989;2.895;0.432;4.247;8.405;6
2375;Pale;7.408;0.182;0.303;10.408;0.036;43.994;174.0;1.009;3.116;0.555;4.624;9.082;6
2376;Dark;8.099;0.719;-0.022;2.493;0.086;11.997;24.019;0.998;3.372;0.451;4.567;8.684;4
2377;Amber;6.703;0.241;0.349;13.096;0.047;63.991;205.006;0.986;3.169;0.508;4.525;8.942;5
2378;Golden;8.506;0.247;0.295;11.09;0.031;30.013;97.001;0.99;3.035;0.389;5.013;9.666;7
2379;Pale;6.588;0.412;0.127;12.803;0.054;25.992;157.999;1.0;3.257;0.464;4.294;8.983;5
2380;Golden;6.499;0.205;0.256;17.094;0.065;44.02;137.992;1.012;3.306;0.391;4.197;7.987;5
2381;Golden;6.2;0.355;0.237;18.393;0.028;27.991;182.018;1.016;3.127;0.607;4.443;7.99;6
2382;Pale;5.997;0.299;0.189;12.592;0.038;45.009;186.994;0.997;3.333;0.416;4.532;8.609;5
2383;Amber;6.385;0.187;0.299;5.31;0.039;42.002;157.004;0.992;3.345;0.476;5.003;9.82;5
2384;Golden;6.682;0.267;0.269;3.997;0.074;35.489;215.999;0.995;3.298;0.692;4.524;8.861;5
2385;Pale;7.802;0.247;0.377;0.997;0.052;9.992;80.013;0.981;3.078;0.375;5.431;9.898;5
2386;Pale;7.594;0.188;0.395;1.107;0.038;37.993;143.022;0.981;2.927;0.415;5.43;9.966;5
2387;Pale;7.486;0.177;0.358;1.513;0.067;18.001;74.999;0.989;3.554;0.894;5.096;9.389;5
2388;Pale;7.707;0.244;0.39;1.082;0.048;9.006;59.997;1.004;2.888;0.521;5.048;9.241;5
2389;Pale;7.51;0.292;0.319;8.952;0.058;20.011;151.005;0.988;3.091;0.523;4.434;8.673;5
2390;Golden;5.994;0.194;0.248;1.801;0.038;30.001;104.984;0.993;3.32;0.478;5.476;10.74;6
2391;Amber;8.791;0.189;0.45;14.995;0.047;60.017;184.008;1.017;3.279;0.785;4.208;8.572;6
2392;Amber;6.689;0.113;0.29;5.31;0.067;30.989;121.985;0.996;3.449;0.361;4.62;8.489;6
2393;Pale;7.29;0.326;0.39;5.212;0.037;44.988;163.015;0.997;3.298;0.467;5.91;11.153;6
2394;Brown;8.206;0.284;0.405;2.407;0.064;3.984;10.005;0.983;3.333;0.712;6.098;11.164;7
2395;Golden;5.085;0.395;0.192;1.697;0.02;15.009;71.997;1.0;3.522;0.459;5.953;11.282;6
2396;Pale;7.999;0.264;0.28;4.802;0.054;34.016;149.999;0.988;3.11;0.487;4.762;8.477;6
2397;Amber;7.786;0.244;0.389;2.095;0.07;14.013;167.009;0.985;3.211;0.545;4.719;9.0;5
2398;Dark;10.297;0.28;0.561;1.4;0.025;2.998;7.999;1.005;3.144;0.502;5.621;10.478;6
2399;Brown;10.397;0.349;0.641;2.815;0.089;4.992;21.988;0.989;3.272;0.732;5.34;9.912;7
2400;Golden;6.284;0.253;0.362;2.306;0.039;43.008;108.992;0.991;3.325;0.421;5.616;10.217;6
2401;Golden;6.081;0.25;0.27;10.0;0.072;55.995;131.005;0.988;3.226;0.345;5.201;9.301;6
2402;Golden;6.395;0.305;0.269;7.892;0.05;52.994;180.001;1.011;3.161;0.505;4.577;8.668;5
2403;Brown;7.105;0.335;0.287;1.986;0.083;31.015;68.002;0.985;3.455;0.485;4.484;8.45;5
2404;Dark;10.612;0.429;0.476;2.692;0.067;5.003;18.005;0.997;3.198;0.875;5.389;9.618;6
2405;Pale;7.192;0.202;0.309;1.427;0.042;36.989;135.006;0.98;3.34;0.561;4.864;9.45;7
2406;Brown;7.296;0.41;0.292;1.717;0.076;33.001;79.007;1.008;3.426;0.631;4.524;8.66;6
2407;Pale;6.888;0.254;0.491;1.594;0.07;39.005;166.004;0.999;3.655;0.512;4.471;8.448;4
2408;Amber;10.393;0.278;0.55;2.695;0.103;4.993;19.001;0.993;3.239;0.63;4.527;9.017;5
2409;Pale;6.614;0.308;0.459;15.618;0.067;27.02;172.993;1.002;3.187;0.573;4.288;7.953;5
2410;Amber;7.381;0.63;0.105;2.407;0.073;16.003;33.017;1.005;3.593;0.687;5.149;9.516;7
2411;Pale;7.199;0.374;0.55;1.393;0.156;33.985;132.002;1.005;3.097;0.519;4.292;8.006;6
2412;Pale;5.697;0.249;0.269;12.504;0.034;52.505;106.001;0.995;3.074;0.451;4.472;9.065;6
2413;Brown;7.011;0.626;0.091;1.807;0.091;7.994;24.003;0.992;3.485;0.539;4.286;8.233;5
2414;Pale;6.401;0.245;0.309;5.487;0.047;40.992;176.004;1.003;3.186;0.682;4.388;8.026;6
2415;Pale;7.517;0.406;0.148;10.705;0.048;17.97;95.012;0.988;3.216;0.335;5.095;9.533;5
2416;Pale;6.69;0.186;0.29;10.211;0.047;28.997;114.991;1.004;3.103;0.442;5.208;10.033;7
2417;Pale;7.403;0.248;0.432;13.983;0.061;47.989;198.0;1.005;2.897;0.419;4.244;8.466;6
2418;Golden;8.513;0.239;0.392;9.91;0.035;24.004;87.99;0.998;3.016;0.418;5.004;9.15;6
2419;Golden;6.491;0.196;0.472;18.092;0.047;50.006;220.995;1.02;2.938;0.642;4.192;8.424;6
2420;Dark;7.708;0.685;0.226;1.897;0.073;18.003;94.015;0.985;3.308;0.5;4.515;8.685;5
2421;Brown;11.583;0.415;0.551;1.525;0.101;22.003;40.994;0.989;3.021;0.775;4.72;9.116;7
2422;Pale;6.307;0.136;0.289;1.401;0.023;37.993;100.007;0.989;3.426;0.565;5.441;10.195;7
2423;Pale;7.605;0.289;0.381;1.595;0.106;26.988;176.977;0.99;3.082;0.491;4.662;8.712;5
2424;Golden;7.102;0.197;0.306;7.415;0.061;32.025;210.994;1.006;3.302;0.576;4.949;9.586;6
2425;Amber;6.4;0.64;0.221;1.609;0.095;11.987;31.997;1.019;3.573;0.638;4.67;9.079;5
2426;Amber;9.888;0.628;0.231;2.392;0.091;6.01;32.995;1.001;3.092;0.573;4.479;8.758;5
2427;Golden;6.178;0.218;0.339;6.601;0.032;36.002;90.985;1.006;3.317;0.439;5.963;10.793;7
2428;Brown;7.409;0.98;-0.012;2.21;0.089;16.0;32.003;1.003;3.584;0.677;4.867;8.98;5
2429;Golden;6.907;0.388;0.18;12.901;0.05;58.992;186.014;1.007;3.08;0.497;4.485;8.755;5
2430;Pale;7.205;0.279;0.394;6.288;0.044;51.996;172.022;0.994;3.18;0.527;4.518;8.651;6
2431;Golden;6.386;0.201;0.289;2.504;0.031;23.996;83.994;0.991;3.301;0.541;5.477;9.929;5
2432;Pale;7.285;0.208;0.277;19.91;0.038;69.007;236.997;0.986;3.092;0.477;4.38;8.3;6
2433;Golden;6.408;0.245;0.314;2.785;0.047;40.999;114.014;0.989;3.37;0.669;5.579;10.661;7
2434;Pale;7.223;0.296;0.186;7.708;0.053;51.0;173.994;0.995;3.174;0.525;4.534;9.237;5
2435;Pale;6.692;0.543;0.291;5.398;0.064;21.002;104.988;0.969;3.259;0.351;4.287;8.723;5
2436;Amber;8.112;0.78;0.217;2.613;0.077;4.985;15.003;0.974;3.366;0.543;5.385;9.766;5
2437;Golden;7.191;0.26;0.326;10.393;0.062;23.002;114.013;0.989;3.218;0.491;4.998;9.05;5
2438;Pale;6.703;0.18;0.255;10.208;0.039;29.006;114.989;0.997;3.105;0.444;5.198;9.888;7
2439;Dark;9.899;0.546;0.459;2.313;0.069;15.976;39.987;0.984;3.408;0.617;4.479;8.541;5
2440;Amber;9.309;0.351;0.425;1.602;0.034;21.021;42.003;0.979;3.239;0.804;5.161;9.619;7
2441;Brown;7.712;0.772;0.43;1.899;0.092;7.994;86.009;1.007;3.24;0.583;4.537;9.016;5
2442;Dark;7.717;0.969;0.089;2.094;0.105;11.002;21.997;1.014;3.271;0.51;4.523;8.965;5
2443;Amber;9.098;0.356;0.383;1.811;0.07;21.01;54.996;0.985;3.179;0.828;5.242;9.988;7
2444;Golden;6.398;0.186;0.717;11.895;0.037;54.021;167.983;0.991;3.581;0.679;4.816;9.635;5
2445;Golden;6.298;0.253;0.31;13.711;0.053;53.004;133.983;1.008;3.146;0.385;5.052;9.26;6
2446;Amber;11.215;0.39;0.474;2.009;0.083;18.996;49.995;0.988;3.102;0.582;4.96;9.27;5
2447;Golden;6.705;0.331;0.312;8.509;0.061;23.992;151.976;0.981;3.45;0.631;5.244;10.437;7
2448;Golden;7.699;0.332;0.282;11.014;0.036;30.983;116.995;0.976;3.273;0.293;4.387;8.3;6
2449;Dark;7.189;0.624;0.011;1.885;0.097;14.006;38.005;0.998;3.359;0.573;4.285;8.046;6
2450;Golden;7.682;0.327;0.45;11.813;0.083;61.008;182.976;0.984;2.856;0.484;4.287;8.403;5
2451;Pale;5.618;0.15;0.252;5.55;0.034;50.999;139.023;0.984;3.485;0.493;5.24;10.05;6
2452;Golden;7.319;0.294;0.245;2.495;0.042;32.003;122.002;1.01;3.183;0.56;4.906;9.356;5
2453;Brown;7.001;0.576;-0.008;1.989;0.186;12.02;45.004;1.002;3.315;0.587;4.487;8.446;6
2454;Pale;7.303;0.332;0.22;1.414;0.053;43.003;176.01;0.992;3.132;0.464;4.722;8.814;5
2455;Pale;7.106;0.384;0.792;1.393;0.196;23.012;89.998;0.984;3.164;0.448;5.006;9.766;6
